Ofício;Destinação;Programa de Trabalho;CRE;Unidade Escolar;Valor;Portaria;DODF;Processo de Pagamento;Data pagamento
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CAIC BERNARDO SAYAO;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;EP ANISIO TEIXEIRA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CED 07 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEI 01 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CED 14 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CED 16 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEE 01 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEE 02 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEF 07 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEF 10 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEF 11 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEF 12 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEF 13 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEM 04 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEM 10 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEM 12 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;EC 15 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEF 30 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEF PROF MARIA DO ROSARIO GONDIM DA SILVA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;EC 50 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CIL DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CAIC PROF ANISIO TEIXEIRA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE CEILÂNDIA;CEF 02 DE CEILANDIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364661/2024-58;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CEP - ESC TECNICA DE PLANALTINA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CAIC ASSIS CHATEAUBRIAND;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CEF 02 DO ARAPOANGA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CEF 04 DE PLANALTINA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CEF ARAPOANGA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CEF BONSUCESSO;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CEF JUSCELINO KUBITSCHEK;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CEI PALMEIRAS;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CEI PIPIRIPAU;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE PLANALTINA;CED AGUAS DO CERRADO (CEDAC);R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364680/2024-84;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;EC 18 DO GAMA;R$ 30.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CEM INTEGRADO A EDUC PROFISSIONAL DO GAMA;R$ 60.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CEM 02 DO GAMA;R$ 50.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CEF 10 DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CEE 01 DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CEF 03 DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CEF PONTE ALTA DO BAIXO;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CEF PONTE ALTA NORTE;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CEI 01 DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;CIL DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;JI 02 DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;JI 03 DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;JI 04 DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE GAMA;JI 05 DO GAMA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364673/2024-82;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SOBRADINHO;EC 10 DE SOBRADINHO;R$ 25.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364696/2024-97;01/06/2025
11796;CRE;12.122.622.190.680.300;CRE SOBRADINHO;CEM 04 DE SOBRADINHO;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364696/2024-97;01/06/2025
11796;CRE;12.122.622.190.680.300;CRE SANTA MARIA;CEM 404 DE SANTA MARIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364693/2024-53;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SANTA MARIA;CEM 417 DE SANTA MARIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364693/2024-53;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SANTA MARIA;EC 01 DO PORTO RICO;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364693/2024-53;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SANTA MARIA;CEF 418 DE SANTA MARIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364693/2024-53;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SAMAMBAIA;CEM 414 DE SAMAMBAIA;R$ 100.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364686/2024-51;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SAMAMBAIA;CED 619 DE SAMAMBAIA;R$ 50.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364686/2024-51;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SÃO SEBASTIÃO;CEF NOVA BETANIA;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364697/2024-31;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SÃO SEBASTIÃO;CEF MIGUEL ARCANJO;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364697/2024-31;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SÃO SEBASTIÃO;CED SAO BARTOLOMEU;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364697/2024-31;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SÃO SEBASTIÃO;CED SAO FRANCISCO;R$ 40.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364697/2024-31;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SÃO SEBASTIÃO;CED ZUMBI DOS PALMARES;R$ 40.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364697/2024-31;12/27/2024
11796;CRE;12.122.622.190.680.300;CRE SÃO SEBASTIÃO;CEM 01 DE SAO SEBASTIAO;R$ 20.000,00;Portaria nº 1.733, de 19 de dezembro de 2024;DODF nº 243, de 20 de dezembro de 2024;00080-00364697/2024-31;12/27/2024
